"STATE","VEHICLE TYPE","MANUFACTURER","MODEL","FUEL TYPE","Q1 2022","Q2 2022","Q3 2022","Q4 2022","Q1 2023","Q2 2023","Q3 2023","Q4 2023","Q1 2024","Q2 2024","Q3 2024","Q4 2024","Q1 2025","Q2 2025","Q3 2025","Q4 2025","Q1 2026"
"NEW SOUTH WALES","Medium SUV","Land Rover","Land Rover Range Rover Evoque","ICE",47,89,66,41,18,51,5,28,53,56,37,40,41,56,35,42,46
"WESTERN AUSTRALIA","Ute (4WD)","Toyota","Toyota Tundra","Hybrid",0,0,0,0,0,0,0,0,13,17,13,41,31,45,47,42,40
"NEW SOUTH WALES","Medium SUV","GWM","Haval H6","ICE",316,389,645,719,616,577,569,626,490,532,527,523,447,459,438,271,0
"QUEENSLAND","Small Car","MINI","MINI Hatch","BEV",3,29,31,21,26,26,25,47,4,22,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Small SUV","Alfa Romeo","Alfa Romeo Tonale","ICE",0,0,0,0,1,6,22,12,1,5,3,2,4,4,2,1,0
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Jeep","Jeep Compass","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"WESTERN AUSTRALIA","Medium SUV","Volvo Car","Volvo XC60","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"TASMANIA","Small SUV","CUPRA","CUPRA Formentor","PHEV",0,0,0,0,0,0,1,4,5,1,1,1,1,0,1,6,4
"NEW SOUTH WALES","Large SUV","BMW","BMW X6","ICE",44,103,92,41,62,40,96,105,51,120,61,98,62,88,83,58,46
"SOUTH AUSTRALIA","Medium SUV","Audi","Audi Q6 e-tron","BEV",0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,11
"SOUTH AUSTRALIA","Sports Car","Mercedes-Benz","Mercedes-Benz SL-Class","ICE",0,0,0,0,0,2,0,2,0,2,1,1,0,1,0,0,0
"SOUTH AUSTRALIA","Large SUV","Mazda","Mazda CX-80","PHEV",0,0,0,0,0,0,0,0,0,0,0,12,28,4,11,11,10
"NORTHERN TERRITORY","Ute (4WD)","SsangYong","KGM Musso/MusXLV","ICE",4,2,1,7,5,5,9,0,4,6,9,5,1,0,0,0,0
"TASMANIA","Van","LDV","LDV Deliver 7","ICE",0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,5,4
"QUEENSLAND","Large Car","BMW","BMW 5 Series","PHEV",0,0,1,0,1,0,0,0,0,0,0,10,3,11,8,6,5
"QUEENSLAND","Large SUV","MG","MG QS","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,33,93,75,64
"TASMANIA","Small SUV","Mazda","Mazda CX-3","ICE",52,21,28,73,103,61,67,90,53,68,43,43,65,50,39,35,43
"QUEENSLAND","Small Car","Volkswagen","Volkswagen Polo","ICE",130,45,32,25,7,34,28,72,77,75,59,98,46,27,37,40,38
"NEW SOUTH WALES","Small SUV","Volvo Car","Volvo EX30","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
"WESTERN AUSTRALIA","People Mover","Mercedes-Benz","Mercedes-Benz Marco Polo","ICE",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"QUEENSLAND","Large SUV","MG","MG IM6","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,27
"NORTHERN TERRITORY","Large SUV","BMW","BMW iX","BEV",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Small Car","Subaru","Subaru Impreza","ICE",177,161,269,209,237,235,37,25,118,147,84,76,129,88,69,59,52
"QUEENSLAND","Large SUV","Toyota","Toyota Landcruiser Wagon","ICE",434,872,696,1089,642,968,983,1041,1021,1017,1114,706,190,1098,1009,861,718
"NEW SOUTH WALES","Medium SUV","KGM","KGM Torres","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,6,10
"AUSTRALIAN CAPITAL TERRITORY","Small Car","Mazda","Mazda2","ICE",31,34,31,34,46,23,29,37,31,34,39,26,25,20,18,19,25
"VICTORIA","Sports Car","MG","MG Cyberster","BEV",0,0,0,0,0,0,0,0,0,0,0,9,8,3,1,5,0
"AUSTRALIAN CAPITAL TERRITORY","Medium Car","Polestar","Polestar 2","BEV",0,34,4,38,30,24,19,33,20,21,5,1,1,4,9,0,1
"QUEENSLAND","Small SUV","Zeekr","Zeekr X","BEV",0,0,0,0,0,0,0,0,0,0,0,0,3,23,50,15,4
"NEW SOUTH WALES","Ute (4WD)","GWM","GWM Cannon/Cannon Alpha","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,48,135,121,119
"SOUTH AUSTRALIA","Large Car","Mercedes-Benz","Mercedes-Benz E-Class","PHEV",0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,0
"SOUTH AUSTRALIA","Large SUV","Nissan","Nissan Pathfinder","ICE",0,0,0,9,19,33,24,17,10,6,4,2,2,30,4,7,1
"TASMANIA","Medium SUV","Volvo Car","Volvo XC60","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"VICTORIA","Small Car","CUPRA","CUPRA Born","BEV",0,0,0,0,0,48,121,54,48,17,17,44,58,32,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Hyundai","Hyundai Kona","ICE",41,56,32,30,33,16,42,21,43,33,28,20,22,24,28,33,30
"WESTERN AUSTRALIA","Medium SUV","Genesis","Genesis GV60","BEV",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Small SUV","Volvo Car","Volvo EX30","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"NEW SOUTH WALES","Large SUV","BMW","BMW iX","BEV",24,24,48,55,95,84,52,33,32,48,26,26,25,10,37,6,10
"AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","Mazda","Mazda BT-50","ICE",190,68,123,13,24,28,17,19,16,22,23,11,23,17,17,21,17
"SOUTH AUSTRALIA","Medium Car","BMW","BMW 4 Series Gran Coupe","ICE",9,16,8,5,10,11,12,2,1,3,4,0,1,0,0,0,0
"NEW SOUTH WALES","Large SUV","Omoda Jaecoo","Omoda Jaecoo J8","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,68,59
"VICTORIA","People Mover","Zeekr","Zeekr 009","BEV",0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,8,12
"WESTERN AUSTRALIA","Medium SUV","Geely","Geely EX5","BEV",0,0,0,0,0,0,0,0,0,0,0,0,16,140,114,77,149
"NORTHERN TERRITORY","Van","Volkswagen","Volkswagen Transporter","ICE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QUEENSLAND","Sports Car","Lamborghini","Lamborghini Coupe/Conv","ICE",0,0,12,11,4,0,22,8,5,7,9,4,8,1,0,0,0
"VICTORIA","Large SUV","Skoda","Skoda Kodiaq","ICE",73,175,132,169,116,195,134,111,120,118,96,85,124,95,95,113,97
"NORTHERN TERRITORY","Van","Volkswagen","Volkswagen Caddy Cargo Van","ICE",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"SOUTH AUSTRALIA","Large SUV","Ferrari","Ferrari Purosangue","ICE",0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,2,1
"NEW SOUTH WALES","Small Car","BYD","BYD Atto 1","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,330
"NORTHERN TERRITORY","Large SUV","Mercedes-Benz","Mercedes-Benz GLE-Class Wagon","ICE",1,2,2,1,1,2,0,3,0,1,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Small Car","MINI","MINI Clubman","ICE",5,5,2,0,0,7,5,4,2,3,0,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","BMW","BMW IX1","BEV",0,0,0,0,0,11,7,21,15,33,24,23,14,13,10,12,11
"WESTERN AUSTRALIA","Small SUV","Hyundai","Hyundai Kona","BEV",20,27,21,17,21,21,12,10,40,35,29,25,25,21,12,12,40
"WESTERN AUSTRALIA","Sports Car","McLaren","McLaren Coupe/Conv","PHEV",0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0
"WESTERN AUSTRALIA","Sports Car","Maserati","Maserati Coupe/Conv","ICE",0,2,1,2,1,1,1,0,0,0,3,0,0,0,0,0,0
"NEW SOUTH WALES","Small Car","Volkswagen","Volkswagen Golf","ICE",99,286,391,324,218,202,520,348,226,166,352,411,333,348,269,208,253
"SOUTH AUSTRALIA","Small SUV","Nissan","Nissan Juke","ICE",28,31,20,4,21,15,22,17,32,17,12,16,14,14,8,6,8
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Ford","Ford Mustang Mach-E","BEV",0,0,0,0,0,0,0,2,6,7,13,6,7,1,0,4,4
"VICTORIA","Large SUV","Maserati","Maserati Levante","Hybrid",12,15,16,27,3,0,2,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Small SUV","MINI","MINI Countryman","BEV",0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,0
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Subaru","Subaru Solterra","BEV",0,0,0,0,0,0,0,0,3,10,4,1,2,0,2,0,18
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Isuzu Ute","Isuzu Ute MU-X","ICE",36,33,32,26,32,22,22,32,38,37,28,30,18,26,18,42,28
"NEW SOUTH WALES","Large SUV","Toyota","Toyota Landcruiser Wagon","ICE",642,1115,939,1138,784,895,1302,1257,1144,1085,1089,869,294,1061,995,843,708
"NORTHERN TERRITORY","Large Car","BMW","BMW 5 Series","ICE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Ute (2WD)","Mazda","Mazda BT-50","ICE",109,24,37,9,4,10,9,10,8,9,6,6,6,7,5,4,5
"NEW SOUTH WALES","People Mover","Lexus","Lexus LM","Hybrid",0,0,0,0,0,0,0,10,45,24,17,51,41,35,13,6,5
"VICTORIA","Large SUV","Audi","Audi Q7","ICE",85,81,64,118,169,113,133,234,42,48,64,115,193,96,75,37,82
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Mercedes-Benz","Mercedes-Benz GLC-Class Wagon","PHEV",1,5,4,2,0,2,0,0,0,0,0,1,0,1,3,4,0
"VICTORIA","Large SUV","Lexus","Lexus LX","Hybrid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"QUEENSLAND","Small SUV","Hyundai","Hyundai Kona","BEV",57,67,69,32,40,23,82,40,118,97,53,44,45,22,16,18,64
"TASMANIA","Ute (4WD)","GWM","GWM Cannon/Cannon Alpha","Hybrid",0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0
"VICTORIA","Sports Car","Lamborghini","Lamborghini Coupe/Conv","PHEV",0,0,0,0,0,0,0,0,0,0,0,2,3,0,8,10,6
"NORTHERN TERRITORY","Large SUV","Volkswagen","Volkswagen Tiguan Allspace","ICE",0,1,1,3,3,1,5,0,3,6,0,0,1,1,2,0,0
"WESTERN AUSTRALIA","Ute (4WD)","MG","MG MGU9","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,71
"SOUTH AUSTRALIA","Large SUV","Kia","Kia EV9","BEV",0,0,0,0,0,0,0,15,8,6,9,7,9,4,1,3,0
"SOUTH AUSTRALIA","Small Car","Mazda","Mazda3","ICE",280,104,199,84,231,201,178,163,201,235,186,135,158,183,182,137,142
"AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","Toyota","Toyota Hilux","ICE",97,152,104,78,55,77,85,100,71,81,92,51,81,108,86,72,86
"VICTORIA","Sports Car","Bentley","Bentley Coupe/Conv","ICE",7,4,4,1,9,7,4,6,1,7,5,1,0,0,0,0,0
"WESTERN AUSTRALIA","Medium SUV","Hyundai","Hyundai Tucson","ICE",146,392,504,482,431,500,611,426,458,392,374,236,306,403,327,296,176
"QUEENSLAND","Small SUV","Volvo","Volvo XC40","PHEV",9,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEW SOUTH WALES","Large Car","Mercedes-Benz","Mercedes-Benz CLS-Class","ICE",1,8,6,3,2,1,1,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","Large Car","Lotus","Lotus Emeya","BEV",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"QUEENSLAND","People Mover","Mercedes-Benz Vans","Mercedes-Benz Vito/eVito Tour","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NORTHERN TERRITORY","Small SUV","BMW","BMW X2","ICE",1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1
"NEW SOUTH WALES","Large Car","BMW","BMW 8 Series Gran Coupe","ICE",6,6,7,8,4,8,2,3,1,3,1,1,1,3,1,0,1
"NORTHERN TERRITORY","Small SUV","Mitsubishi","Mitsubishi ASX","ICE",33,30,24,40,21,14,31,21,17,18,29,25,45,32,3,4,4
"QUEENSLAND","Large SUV","Volkswagen","Volkswagen Tiguan Allspace","ICE",10,133,167,234,178,197,164,167,151,153,66,143,120,119,76,28,0
"SOUTH AUSTRALIA","Large SUV","Jeep","Jeep Wrangler","ICE",7,16,27,20,10,28,15,15,19,8,10,8,6,6,12,3,11
"NEW SOUTH WALES","Ute (4WD)","Ford","Ford Ranger","ICE",2402,2604,3158,3948,3637,2555,4448,5471,3978,4641,4111,3561,3524,3812,3406,3733,3128
"WESTERN AUSTRALIA","Ute (4WD)","GWM","GWM Ute","ICE",24,150,180,166,222,273,185,260,222,189,217,254,190,42,14,1,0
"QUEENSLAND","Small Car","MG","MG MG4","BEV",0,0,0,0,0,0,280,444,354,317,208,652,255,167,66,71,237
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Mercedes-Benz Cars","Mercedes-Benz G-Class","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"WESTERN AUSTRALIA","Small Car","Audi","Audi A3","ICE",11,5,65,37,30,31,53,83,46,45,26,10,23,27,47,54,19
"QUEENSLAND","Medium SUV","Tesla","Tesla Model Y","BEV",0,0,1123,558,698,2236,1975,1464,1107,1337,897,558,635,1482,1370,987,1255
"WESTERN AUSTRALIA","Sports Car","Lamborghini","Lamborghini Coupe/Conv","ICE",0,0,4,6,1,7,10,11,4,6,11,5,2,4,1,0,0
"NORTHERN TERRITORY","Small SUV","Mercedes-Benz","Mercedes-Benz GLA-Class","ICE",1,0,2,0,2,0,0,1,0,1,0,2,0,0,2,1,0
"WESTERN AUSTRALIA","Small SUV","Lexus","Lexus UX","BEV",2,0,1,1,1,0,3,4,3,2,1,2,3,0,0,0,0
"TASMANIA","Small SUV","Subaru","Subaru XV","Hybrid",11,9,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Ute (4WD)","GWM","GWM Cannon/Cannon Alpha","ICE",0,0,0,0,0,0,0,0,0,0,1,3,4,20,13,15,26
"VICTORIA","Large SUV","LDV","LDV D90","ICE",227,356,116,190,241,240,233,188,174,112,119,92,186,200,186,204,162
"AUSTRALIAN CAPITAL TERRITORY","Large Car","Mercedes-Benz","Mercedes-Benz EQS","BEV",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Small Car","Toyota","Toyota Corolla","ICE",292,480,495,320,193,143,238,185,340,467,115,204,45,28,45,34,42
"NEW SOUTH WALES","Large SUV","Toyota","Toyota Fortuner","ICE",405,349,204,281,214,214,197,359,253,215,154,201,290,228,189,211,175
"VICTORIA","Ute (2WD)","Foton","Foton Tunland","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
"NORTHERN TERRITORY","Ute (4WD)","KGM","KGM Musso/MusXLV","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,8
"TASMANIA","Small SUV","BMW","BMW X1","ICE",10,6,8,2,2,6,9,14,5,4,3,4,3,4,6,4,3
"TASMANIA","Medium SUV","Lexus","Lexus RZ","BEV",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Sports Car","Subaru","Subaru BRZ","ICE",5,10,4,12,16,3,13,8,5,8,5,7,4,10,3,4,6
"WESTERN AUSTRALIA","Sports Car","Mercedes-Benz","Mercedes-Benz SL-Class","ICE",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"TASMANIA","Ute (4WD)","Ford","Ford Ranger","ICE",192,211,207,307,236,240,373,380,325,375,261,284,208,321,247,300,226
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Mitsubishi","Mitsubishi Outlander","ICE",63,53,42,76,70,55,53,26,48,44,29,21,43,25,26,30,65
"SOUTH AUSTRALIA","Small Car","Nissan","Nissan Leaf","BEV",10,7,4,6,17,6,5,4,8,8,4,3,7,0,0,0,0
"WESTERN AUSTRALIA","Medium SUV","Porsche","Porsche Macan","BEV",0,0,0,0,0,0,0,0,0,0,0,9,16,33,24,10,12
"WESTERN AUSTRALIA","Large SUV","Audi","Audi Q8 e-tron","BEV",0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0
"AUSTRALIAN CAPITAL TERRITORY","Medium Car","BMW","BMW 3 Series","ICE",12,12,11,5,8,17,15,9,8,10,10,3,8,2,10,12,9
"QUEENSLAND","Large SUV","Kia","Kia Sorento","Hybrid",8,4,7,3,8,11,23,4,14,40,29,37,22,63,29,53,57
"TASMANIA","Medium SUV","Mercedes-Benz Cars","Mercedes-Benz GLC-Class Wagon","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"WESTERN AUSTRALIA","Sports Car","Porsche","Porsche Cayman","ICE",2,4,0,7,3,3,3,6,5,7,9,13,4,2,3,4,0
"VICTORIA","Ute (4WD)","Ford","Ford Ranger","ICE",3010,2916,3373,3846,2797,4247,5277,5725,4066,5165,4126,4277,3721,4448,3958,4073,3115
"TASMANIA","Large SUV","Chery","Chery Tiggo 9","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"NORTHERN TERRITORY","Ute (4WD)","Chevrolet","Chevrolet Silverado HD","ICE",0,3,0,2,1,2,5,4,5,4,5,5,5,3,4,7,4
"WESTERN AUSTRALIA","Medium Car","Honda","Honda Accord","Hybrid",3,1,0,1,3,3,4,4,1,10,4,1,7,5,1,1,2
"NEW SOUTH WALES","Small Car","Renault","Renault Megane","ICE",18,9,8,1,4,10,11,4,5,5,0,1,0,0,0,0,0
"NEW SOUTH WALES","People Mover","Volkswagen","Volkswagen Caravelle","ICE",5,1,5,1,3,6,5,1,1,0,0,2,1,0,0,0,0
"QUEENSLAND","Small Car","BMW","BMW 1 Series","ICE",53,44,82,47,76,82,38,62,57,34,32,80,81,64,85,57,52
"VICTORIA","Medium SUV","Hyundai","Hyundai Tucson","ICE",543,1630,1534,1286,1233,1805,1455,1602,1578,1417,964,681,674,851,632,538,461
"NEW SOUTH WALES","Sports Car","Porsche","Porsche Boxster","ICE",14,11,6,3,7,17,23,3,13,37,38,26,16,6,15,11,6
"NORTHERN TERRITORY","Medium SUV","Genesis","Genesis GV70","ICE",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NORTHERN TERRITORY","Large SUV","Genesis","Genesis GV80 Wagon","ICE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"VICTORIA","Ute (2WD)","Mitsubishi","Mitsubishi Triton","ICE",250,237,228,171,111,209,160,296,269,236,237,216,148,135,207,234,149
"TASMANIA","Small SUV","Nissan","Nissan Qashqai","ICE",0,0,0,4,42,25,32,29,25,25,15,29,37,38,14,16,7
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Volvo","Volvo XC40","PHEV",5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASMANIA","Medium SUV","Peugeot","Peugeot 5008","ICE",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTH AUSTRALIA","Large SUV","Genesis","Genesis GV80 Wagon","ICE",2,0,0,4,0,2,2,0,1,0,0,0,0,0,0,0,1
"NEW SOUTH WALES","Small SUV","Mitsubishi","Mitsubishi ASX","ICE",796,849,973,1007,796,462,570,756,823,975,782,934,900,880,585,246,109
"SOUTH AUSTRALIA","Sports Car","Ford","Ford Mustang","ICE",24,21,48,32,37,62,17,3,1,0,31,74,100,98,47,31,56
"WESTERN AUSTRALIA","Large SUV","Mercedes-Benz","Mercedes-Benz G-Class","ICE",0,17,3,0,0,12,7,6,6,11,8,3,7,4,6,8,0
"QUEENSLAND","Large SUV","Ferrari","Ferrari Purosangue","ICE",0,0,0,0,0,0,0,0,2,6,2,5,2,0,1,9,4
"QUEENSLAND","Large Car","BMW","BMW 7 Series","ICE",3,1,2,2,3,1,0,1,0,2,0,4,1,3,3,0,2
"QUEENSLAND","Medium SUV","Jeep","Jeep Cherokee","ICE",13,13,18,2,5,1,0,0,0,0,0,0,0,0,0,0,0
"QUEENSLAND","Sports Car","BMW","BMW 2 Series Coupe/Conv","ICE",44,20,24,36,41,56,35,87,61,91,69,53,23,69,59,59,46
"AUSTRALIAN CAPITAL TERRITORY","People Mover","Mercedes-Benz","Mercedes-Benz V-Class","ICE",2,1,0,2,0,1,2,0,1,1,1,3,2,1,0,0,0
"TASMANIA","Medium SUV","KGM","KGM Torres","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4
"VICTORIA","Large SUV","Mazda","Mazda CX-80","PHEV",0,0,0,0,0,0,0,0,0,0,0,85,217,21,15,52,79
"QUEENSLAND","Large Car","Lotus","Lotus Emeya","BEV",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"VICTORIA","Large SUV","Jeep","Jeep Grand Cherokee","ICE",248,89,163,100,117,150,95,84,86,50,54,51,122,90,36,13,3
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Volvo Car","Volvo XC40","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"WESTERN AUSTRALIA","Large SUV","Audi","Audi e-tron","BEV",5,4,3,4,3,4,2,9,4,1,1,0,0,0,0,0,0
"VICTORIA","Large SUV","Kia","Kia Sorento","Hybrid",7,17,3,15,16,11,61,27,5,80,45,59,62,76,61,82,88
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Mercedes-Benz","Mercedes-Benz GLC-Class Wagon","ICE",13,21,9,2,4,3,13,7,5,13,9,4,14,15,5,7,0
"TASMANIA","Ute (4WD)","KGM","KGM Musso/MusXLV","BEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"QUEENSLAND","Sports Car","Porsche","Porsche 911","ICE",22,36,15,8,19,20,29,19,36,33,45,15,15,23,39,32,65
"AUSTRALIAN CAPITAL TERRITORY","Sports Car","Toyota","Toyota GR86 / 86","ICE",0,0,2,2,12,6,23,23,10,1,2,1,3,11,6,3,3
"QUEENSLAND","Sports Car","Lotus","Lotus Exige","ICE",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Large Car","Genesis","Genesis G80","ICE",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"SOUTH AUSTRALIA","Small Car","Toyota","Toyota Yaris","ICE",47,38,26,38,30,21,28,25,16,35,10,4,19,18,12,10,10
"WESTERN AUSTRALIA","Ute (4WD)","Chevrolet","Chevrolet Silverado HD","ICE",6,18,16,23,21,45,44,25,30,49,46,59,38,49,66,94,41
"QUEENSLAND","Ute (2WD)","Kia","Kia Tasman","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,29,40
"SOUTH AUSTRALIA","Small Car","MINI","MINI Cooper","ICE",0,0,0,0,0,0,0,0,0,0,7,18,24,20,22,36,31
"QUEENSLAND","Large SUV","Lotus","Lotus Eletre","BEV",0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Genesis","Genesis GV70","BEV",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"VICTORIA","Medium Car","Mazda","Mazda6","ICE",119,121,144,163,158,134,94,113,149,85,96,104,120,88,30,14,0
"NEW SOUTH WALES","Large Car","Mercedes-Benz","Mercedes-Benz S-Class","ICE",15,8,18,9,9,8,10,14,3,3,3,3,11,6,4,5,0
"NORTHERN TERRITORY","Ute (4WD)","LDV","LDV T60/T60 MAX","ICE",3,6,8,6,12,14,7,8,8,19,16,9,11,13,8,8,8
"AUSTRALIAN CAPITAL TERRITORY","Large SUV","Toyota","Toyota Prado","ICE",61,39,37,28,26,21,39,63,19,6,0,53,74,67,49,38,39
"NEW SOUTH WALES","Small Car","BMW","BMW 1 Series","ICE",135,128,214,83,184,142,117,128,119,71,139,178,190,175,173,160,123
"AUSTRALIAN CAPITAL TERRITORY","Small SUV","Chery","Chery Tiggo 4 Pro","ICE",0,0,0,0,0,0,0,0,0,0,0,16,25,49,17,14,41
"QUEENSLAND","Sports Car","McLaren","McLaren Coupe/Conv","PHEV",0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,2,1
"NEW SOUTH WALES","Small Car","Honda","Honda Civic","ICE",68,48,54,44,111,28,121,92,42,57,43,19,31,3,19,23,0
"SOUTH AUSTRALIA","Medium SUV","Volkswagen","Volkswagen ID.5","BEV",0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,18,7
"QUEENSLAND","Small SUV","Suzuki","Suzuki Vitara","ICE",83,79,186,206,107,84,85,89,98,110,164,122,29,14,4,0,1
"WESTERN AUSTRALIA","Van","Renault","Renault Kangoo","ICE",34,23,6,0,0,0,0,0,0,0,6,9,11,6,5,23,3
"VICTORIA","Small Car","Fiat","Fiat 500 / Abarth","ICE",67,35,6,5,78,71,47,24,24,20,27,19,19,20,14,21,15
"NORTHERN TERRITORY","Large SUV","Volvo","Volvo XC90","ICE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WESTERN AUSTRALIA","People Mover","Ford","Ford Tourneo","ICE",0,0,0,0,0,0,0,0,0,0,0,5,13,11,12,13,10
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","Mercedes-Benz","Mercedes-Benz GLC-Class Coupe","PHEV",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"TASMANIA","Large SUV","Audi","Audi Q8 e-tron","BEV",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Ute (4WD)","GWM","GWM Cannon/Cannon Alpha","ICE",0,0,0,0,0,0,0,0,0,2,4,3,8,19,26,14,20
"QUEENSLAND","Medium SUV","Honda","Honda ZR-V","Hybrid",0,0,0,0,0,0,29,76,109,77,46,23,50,47,65,59,71
"SOUTH AUSTRALIA","Medium SUV","Subaru","Subaru Forester","Hybrid",35,16,43,3,43,8,29,38,42,32,34,19,25,23,122,139,96
"TASMANIA","Large SUV","Jaguar","Jaguar F-Pace","ICE",1,2,1,0,0,3,1,1,3,0,0,2,0,0,1,0,0
"AUSTRALIAN CAPITAL TERRITORY","Large Car","Mercedes-Benz","Mercedes-Benz S-Class","ICE",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AUSTRALIAN CAPITAL TERRITORY","Medium SUV","GWM","GWM Haval H6","PHEV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"TASMANIA","Large SUV","Mercedes-Benz","Mercedes-Benz EQS SUV","BEV",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"TASMANIA","Ute (2WD)","GWM","GWM Cannon/Cannon Alpha","ICE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"QUEENSLAND","Large SUV","Kia","Kia EV6","BEV",24,35,34,10,28,93,122,123,165,174,138,79,32,34,12,6,3
