OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source
,,"594 Anzac Pde, Sydney, 2032",Evie,4,DC,75 kW,-33.92659564,151.2313293,Randwick City Council,2032,Existing Fast Chargers
,,"59-61 Pacific Hwy Cnr Unwin Rd, Waitara, NSW, 2077",Ampol,2,DC,125 kW,-33.7105301,151.1024488,"Hornsby, The Council of the Shire of",2077,ARENA - Driving the Nation
,,"6 Aeolia St, Sydney, 2031",Exploren,2,AC,6 kW,-33.91903908,151.2432402,Randwick City Council,2031,Existing Destination Chargers
,,"6 Airport Ave, Sydney, 2200",Chargefox,4,AC,22 kW,-33.9156557,150.9922643,Canterbury Bankstown Council,2200,Existing Destination Chargers
,,"6 Black Springs Rd, Eurunderee, 2850",Tesla,1,AC,8 kW,-32.54836141,149.6314334,Mid-Western Regional Council,2850,Existing Destination Chargers
,,"6 Boundary St, Sydney, 2081",Chargefox,2,DC,75 kW,-33.62137942,151.1494484,"Hornsby, The Council of the Shire of",2081,Existing Fast Chargers
,,"6 Budden St, Rockley, 2795",Exploren,2,AC,6 kW,-33.68873178,149.5643453,Bathurst Regional Council,2795,Existing Destination Chargers
,,"6 Castlereagh St Gilgandra, NSW 2827, Australia",NRMA,4,DC,75 kW,-30.0205758,148.1181013,Gilgandra Shire Council,2832,TfNSW Regional
,,"6 Cecil Street, Sydney, 2021",Exploren,2,AC,22 kW,-33.88233638,151.2335816,Woollahra Municipal Council,2021,Existing Destination Chargers
,,"6 David St, Bowral, 2576",Tesla,6,AC,6 kW,-34.48801706,150.413986,Wingecarribee Shire Council,2576,Existing Destination Chargers
,,"6 McIntosh St, Sydney, 2067",Everty,4,AC,22 kW,-33.7951572,151.1790861,Willoughby City Council,2067,Existing Destination Chargers
,,"6 Myahgah Rd, Sydney, 2088",Evie,2,DC,50 kW,-33.82554959,151.2414274,Mosman Municipal Council,2088,Existing Fast Chargers
,,"6 Santa Ana Lane, Pokolbin, 2320",Tesla,1,AC,22 kW,-32.74139844,151.3281752,Cessnock City Council,2320,Existing Destination Chargers
,,"6 The Avenue, Wentworth Falls, 2782",Tesla,2,AC,19 kW,-33.72194499,150.3717227,Blue Mountains City Council,2782,Existing Destination Chargers
,,"60 Frenchs Rd
Willoughby NSW 2068
Australia",EVX,2,AC,22 kW,-33.8073934,151.200067,Willoughby City Council,2068,Kerbside Charging R1
,,"60 Glenwood Park Dr, Glenwood NSW 2768",Evie,4,DC,75 kW,-33.73460909,150.928265,Blacktown City Council,2768,ARENA - Driving the Nation
,,"60 Miller St, Sydney, 2060",ChargeHub,3,AC,22 kW,-33.83932037,151.2061001,"North Sydney, Council of the City of Council",2060,Existing Destination Chargers
,,"60 Wilson Street, The Rock, 2655",Exploren,1,AC,22 kW,-35.26652557,147.1104945,Lockhart Shire Council,2655,Existing Destination Chargers
,,"600 Kingsway, Sydney, 2228",Tesla,2,AC,22 kW,-34.03398503,151.0995746,Sutherland Shire Council,2228,Existing Destination Chargers
,,"6056 Henry Parkes Way, Manildra, 2865",Tesla,1,AC,19 kW,-33.18793998,148.5347007,Cabonne Council,2865,Existing Destination Chargers
,,"60-62 Amherst St, Sydney, 2062",Evie,4,DC,50 kW,-33.82299004,151.2108829,North Sydney Council,2062,Existing Fast Chargers
,,"61 Hawkesbury Valley Way, Windsor, 2756",Tesla,2,AC,6 kW,-33.60953258,150.8076797,Hawkesbury City Council,2756,Existing Destination Chargers
,,"6-10 Fraser St, Nambucca Heads, 2448",ChargeHub,4,AC,7 kW,-30.64474079,153.0038909,Nambucca Valley Council,2448,Existing Destination Chargers
,,"620-658 Terrigal Dr, Central Coast, 2250",Evie,4,DC,75 kW,-33.43668073,151.3943884,Central Coast Council,2250,Existing Fast Chargers
,,"63 Crown St, Sydney, 2011",Saascharge,2,AC,22 kW,-33.87318523,151.2160821,"Sydney, Council of the City of",2011,Existing Destination Chargers
,,"63 Graham Street, Nowra, 2541",Exploren,2,AC,22 kW,-34.87107812,150.6017858,Shoalhaven City Council,2541,Existing Destination Chargers
,,"634-726 Princes Hwy, Sydney, 2044",Chargefox,4,AC,22 kW,-33.92180385,151.1665936,Inner West Council,2044,Existing Destination Chargers
,,"634-726 Princes Hwy, Tempe NSW 2044",Evie,4,DC,150 kW,-33.92288364,151.1652088,Inner West Council,2044,ARENA - Driving the Nation
,,"66 Cliff Rd, Wollongong , NSW 2500",EVX,2,AC,22 kW,-34.41864969,150.9021802,Wollongong City Council,NSW 2500,Existing Destination Chargers
,,"66 Glen Innes Rd, Armidale, 2350",Tesla,2,AC,11 kW,-30.49508513,151.6696446,Armidale Regional Council,2350,Existing Destination Chargers
,,"66 Princes Hwy, Wollongong, 2519",Chargefox,4,DC,47 kW,-34.39180785,150.8945806,Wollongong City Council,2519,Existing Fast Chargers
,,"66 Queens Park Rd, Sydney, 2022",Exploren,1,AC,22 kW,-33.89909514,151.2481101,Waverley Council,2022,Existing Destination Chargers
,,"67 Roberts Rd, Sydney, 2190",Exploren,2,DC,120 kW,-33.90204809,151.0655796,Strathfield,2190,Existing Fast Chargers
,,"67 Shirley St, Byron Bay, 2481",Tesla,1,AC,6 kW,-28.64050055,153.6042332,Byron Shire Council,2481,Existing Destination Chargers
,,"67 Thomas St, Sydney, 2007",Everty,2,AC,22 kW,-33.88328133,151.1988549,"Sydney, Council of the City of",2007,Existing Destination Chargers
,,"670 Richmond Rd, Sydney, 2761",JOLT,4,DC,25 kW,-33.73553158,150.8513123,Blacktown City Council,2761,Existing Fast Chargers
,,"676 Pacific Hwy, Sydney, 2067",BMW,2,AC,6 kW,-33.798953,151.1784224,Willoughby City Council,2067,Existing Destination Chargers
,,"69 Roxy Lane, Kyogle, 2474",Exploren,2,AC,22 kW,-28.62146551,153.0030681,Kyogle Council,2474,Existing Destination Chargers
,,"69-71 Central Coast Hwy, Gosford West, NSW, 2250",Ampol,2,DC,125 kW,-33.4267831,151.321995,Central Coast Council,2250,ARENA - Driving the Nation
,,"7 Bungan St, Sydney, 2103",JOLT,2,DC,25 kW,-33.6760501,151.3031301,Northern Beaches Council,2103,Existing Fast Chargers
,,"7 Harbourne Lane, Sydney, 2032",Exploren,1,AC,22 kW,-33.92317822,151.2288448,Randwick City Council,2032,Existing Destination Chargers
,,"7 Hickson Rd, Sydney, 2000",Tesla,2,AC,6 kW,-33.85558463,151.2094885,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"7 Laguna St, Sydney, 2030",Exploren,1,AC,22 kW,-33.85927432,151.2791291,Woollahra Municipal Council,2030,Existing Destination Chargers
,,"7 Pemell Street, Toronto, 2283",Exploren,2,DC,40 kW,-33.01454359,151.5961952,Lake Macquarie City Council,2283,Existing Fast Chargers
,,"7 Prospect Rd, Sydney, 2130",Exploren,4,AC,22 kW,-33.89044449,151.1313954,Inner West Council,2130,Existing Destination Chargers
,,"7 Tank St, Lithgow, 2790",NRMA,4,DC,50 kW,-33.47800605,150.1611241,"Lithgow Council, City of",2790,Existing Fast Chargers
,,"70 Maitland St, Bingara, 2404",Exploren,2,AC,22 kW,-29.86907512,150.5712432,Gwydir Shire Council,2404,Existing Destination Chargers
,,"71 Adelaide St, Sydney, 2025",Exploren,1,AC,22 kW,-33.88844149,151.2513323,Woollahra Municipal Council,2025,Existing Destination Chargers
,,"71 Bulahdelah Way, Bulahdelah, 2423",Exploren,2,AC,22 kW,-32.40902707,152.2106787,Mid-Coast Council,2423,Existing Destination Chargers
,,"71 Market St, Wollongong, 2500",Tesla,2,AC,22 kW,-34.42337242,150.8922923,Wollongong City Council,2500,Existing Destination Chargers
,Symbio Wildlife Park,"7-11 Lawrence Hargrave Dr
Helensburgh NSW 2508
Australia",360 EV Charge,4,AC,AC,-34.2054812,150.9687014,Wollongong City Council,2508,Destination Charging R2
,,"72 Central Ave, Sydney, 2570",Exploren,2,AC,22 kW,-33.99922327,150.7444054,Camden Council,2570,Existing Destination Chargers
,,"72 Christie Street, Sydney, 2065",Exploren,1,AC,22 kW,-33.8245596,151.1957888,Lane Cove Municipal Council,2065,Existing Destination Chargers
,,"72 South St, Ulladulla, 2539",Tesla,2,AC,22 kW,-35.36048553,150.4726476,Shoalhaven City Council,2539,Existing Destination Chargers
,,"725 Pittwater Rd, Sydney, 2099",JOLT,2,DC,25 kW,-33.7523594,151.2865606,Northern Beaches Council,2099,Existing Fast Chargers
,,"72-78 Brook St, Muswellbrook, 2333",EVUp,2,AC,23 kW,-32.26331336,150.8888208,Muswellbrook Shire Council,2333,Existing Destination Chargers
,,"73 Belmore Road, Randwick NSW 2031",Evie,4,DC,50 kW,-33.915171,151.241129,Randwick City Council,2031,ARENA - Driving the Nation
,,"731-741 Military Rd, Sydney, 2088",Chargefox,2,DC,47 kW,-33.82852457,151.2439029,Mosman Municipal Council,2088,Existing Fast Chargers
,,"733 Pacific Hwy, Central Coast, 2250",Tesla,2,AC,22 kW,-33.39264769,151.3538759,Central Coast Council,2250,Existing Destination Chargers
,Roxy Theatre,"74 Maitland St
Bingara NSW 2404
Australia",Exploren,2,AC,AC,-29.869128,150.5714344,Gwydir Shire Council,2404,Destination Charging R2
,,"741 George St, Windsor, 2756",Ampol,4,DC,150 kW,-33.63860965,150.7837227,Hawkesbury City Council,2756,Existing Fast Chargers
,,"75 St Johns Rd, Glebe , 2037",EVX,2,AC,22 kW,-33.88109314,151.1871081,"Sydney, Council of the City of",2037,Existing Destination Chargers
,,"76 Cowper St, Wallsend, 2287",NRMA,4,DC,50 kW,-32.90272177,151.6697678,Newcastle City Council,2287,Existing Fast Chargers
,,"76 Cygnet Ave, Blackbutt, 2529",Chargefox,2,AC,22 kW,-34.56574679,150.8354645,Shellharbour City Council,2529,Existing Destination Chargers
,,"76 Wingewarra St, Dubbo , 2830",Tesla,8,DC,130 kW,-32.24995,148.6091822,Dubbo Regional Council,2830,Existing Fast Chargers
,,"77 Broken Head Rd, Byron Bay, 2481",Exploren,2,AC,22 kW,-28.67623328,153.6107117,Byron Shire Council,2481,Existing Destination Chargers
,,"77 Darling St, Cowra, 2794",NRMA,2,DC,50 kW,-33.83451056,148.6935365,Cowra Shire Council,2794,Existing Fast Chargers
,,"77 Lagoon St, Goulburn, 2580",Tesla,2,AC,22 kW,-34.74772577,149.7293734,Goulburn Mulwaree Council,2580,Existing Destination Chargers
,,"772 Anzac Pde, Sydney, 2035",Evie,4,DC,75 kW,-33.93800905,151.2385195,Randwick City Council,2035,Existing Fast Chargers
,,"773 Old South Head Rd, Sydney, 2030",Chargefox,2,DC,40 kW,-33.85700205,151.2828038,Woollahra Municipal Council,2030,Existing Fast Chargers
,,"77-97 Broken Head Rd, Suffolk Park, 2481",Tesla,2,AC,22 kW,-28.67817222,153.6103784,Byron Shire Council,2481,Existing Destination Chargers
,,"78 Great Western Hwy Cnr Ross St, Glenbrook, NSW, 2773",Ampol,2,DC,125 kW,-33.7653881,150.6214758,Blue Mountains City Council,2773,ARENA - Driving the Nation
,,"7-9 Irvine Pl, Sydney, 2153",Chargefox,4,DC,125 kW,-33.73886191,150.9475235,The Hills Shire Council,2153,Existing Fast Chargers
,,"7-9 New Beach Rd, Sydney, 2027",Chargefox,2,AC,22 kW,-33.87574379,151.2321331,Woollahra Municipal Council,2027,Existing Destination Chargers
,,"8 Central Pl, Sydney, 2760",Tesla,1,AC,22 kW,-33.73243848,150.7804575,Blacktown City Council,2760,Existing Destination Chargers
,,"8 Euston Rd, Sydney, 2015",Exploren,2,DC,120 kW,-33.90533738,151.1936567,"Sydney, Council of the City of",2015,Existing Fast Chargers
,,"8 Federation Rd, Sydney, 2050",Exploren,2,DC,50 kW,-33.89360765,151.1783463,Inner West Council,2050,Existing Fast Chargers
,,"8 Greenfield Pde, Sydney, 2200",Exploren,3,AC,22 kW,-33.91993998,151.0338799,Canterbury Bankstown Council,2200,Existing Destination Chargers
,,"8 Greenfield Pde, Sydney, 2200",Tesla,2,AC,6 kW,-33.91956561,151.0336657,Canterbury Bankstown Council,2200,Existing Destination Chargers
,,"8 Kosciuszko Rd, Jindabyne, 2627",BP,4,DC,75 kW,-36.4147548,148.6177838,Snowy Monaro Regional Council,2627,Existing Fast Chargers
,,"8 Kylie Clos, Central Coast, 2263",Tesla,2,AC,22 kW,-33.24437942,151.5005706,Central Coast Council,2263,Existing Destination Chargers
,,"8 Soudan St, Sydney, 2031",Exploren,1,AC,22 kW,-33.91899704,151.2418258,Randwick City Council,2031,Existing Destination Chargers
,,"8 Stanley St, Bathurst, 2795",NRMA,1,AC,22 kW,-33.4136517,149.5853904,Bathurst Regional Council,2795,Existing Destination Chargers
,,"8 White Hart Dr, Sydney, 2155",Tesla,2,AC,13 kW,-33.69232237,150.9266517,The Hills Shire Council,2155,Existing Destination Chargers
,,"8/24 Cross St, Wagga Wagga, NSW 2650",NRMA,2,DC,50 kW,-31.7223908,148.6571378,Wagga Wagga City Council,2827,TfNSW Regional
,,"80 Little Barber St, Gunnedah, 2380",NRMA,2,DC,50 kW,-30.97803908,150.2508509,Gunnedah Shire Council,2380,Existing Fast Chargers
,,"81 Eastern Rd, Sydney, 2766",Exploren,4,AC,22 kW,-33.7708529,150.8541522,Blacktown City Council,2766,Existing Destination Chargers
,,"81 Hickory St, Dorrigo, NSW 2453, Australia",NRMA,4,DC,75 kW,-30.9529988,148.3875852,Bellingen Shire Council,2829,TfNSW Regional
,,"81 Meehan St, Yass NSW 2582, Australia",NRMA,2,DC,50 kW,-34.428348,150.9001506,Yass Valley Council,2500,TfNSW Regional
,,"81 Merilba St, Tottenham, 2873",Exploren,2,AC,22 kW,-32.24494099,147.3564975,Lachlan Shire Council,2873,Existing Destination Chargers
,,"8-10 Perkins St, Newcastle, 2300",Chargefox,3,AC,6 kW,-32.92698103,151.7787127,Newcastle City Council,2300,Existing Destination Chargers
,,"818-820 George St, Sydney , 2000",Exploren,2,AC,6 kW,-33.88426331,151.203022,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"819-827 Anzac Pde, Sydney, 2035",JOLT,2,DC,25 kW,-33.94349854,151.2397227,Randwick City Council,2035,Existing Fast Chargers
,,"82 Marsh St, Armidale, NSW 2350, Australia",NRMA,2,DC,50 kW,-34.4476103,147.5348555,Armidale Regional Council,2666,TfNSW Regional
,,"82A O'Connell St, Sydney, 2747",Evie,2,DC,50 kW,-33.76927632,150.7354595,Penrith City Council,2747,Existing Fast Chargers
,,"83 Mulgoa Rd, Sydney, 2750",Exploren,4,AC,22 kW,-33.75706111,150.6853103,Penrith City Council,2750,Existing Destination Chargers
,,"84 Market St, Mudgee, 2850",Tesla,2,AC,22 kW,-32.59012017,149.5852262,Mid-Western Regional Council,2850,Existing Destination Chargers
,,"85/91 Commissioner St, Cooma , 2630",Tesla,8,DC,150 kW,-36.23552257,149.1267948,Snowy Monaro Regional Council,2630,Existing Fast Chargers
,,"86 Arncliffe St, Sydney, 2205",Exploren,1,AC,22 kW,-33.93058763,151.1537047,Bayside Council,2205,Existing Destination Chargers
,,"86 Meehan St, Yass, 2582",Tesla,3,AC,22 kW,-34.84183188,148.9125756,Yass Valley Council,2582,Existing Destination Chargers
,,"86a Victoria Rd, Sydney, 2204",Exploren,2,AC,22 kW,-33.90573978,151.1683814,Inner West Council,2204,Existing Destination Chargers
,,"87 De Vitre St, Newcastle, 2299",Chargefox,2,AC,22 kW,-32.91108013,151.7086046,Newcastle City Council,2299,Existing Destination Chargers
,,"87 Tallwood Ave, Mollymook Beach, 2539",Tesla,1,AC,22 kW,-35.3250561,150.4763784,Shoalhaven City Council,2539,Existing Destination Chargers
,,"87 Winbourne Rd, Sydney, 2100",JOLT,2,DC,25 kW,-33.76207512,151.2724464,Northern Beaches Council,2100,Existing Fast Chargers
,,"872 Anzac Pde, Sydney, 2035",Evie,2,DC,75 kW,-33.94314819,151.2396466,Randwick City Council,2035,Existing Fast Chargers
,,"875 Richmond Rd, Marsden Park, NSW, 2765",Ampol,2,DC,125 kW,-33.716109,150.8453094,Blacktown City Council,2765,ARENA - Driving the Nation
,,"87-91 Roberts Rd Cnr Moondo St, Greenacre, NSW, 2190",Ampol,2,DC,125 kW,-33.9047231,151.0645884,Strathfield Municipal Council,2190,ARENA - Driving the Nation
,,"88 Broadway, Sydney, 2008",Tesla,3,AC,9 kW,-33.88482987,151.1986226,"Sydney, Council of the City of",2008,Existing Destination Chargers
,,"88 Christie St, St Leonards NSW 2065",Evie,4,DC,50 kW,-33.82378797,151.1951941,North Sydney Council,2065,ARENA - Driving the Nation
,,"88 Lockhart Rd, Tooleybuc, 2736",ChargeHub,2,AC,22 kW,-35.02261066,143.3372102,Murray River Council,2736,Existing Destination Chargers
,,"88 Parker St, Sydney, 2747",Exploren,2,AC,22 kW,-33.75796501,150.7125445,Penrith City Council,2747,Existing Destination Chargers
,,"888 Pittwater Rd, Sydney, 2099",Tesla,4,DC,250 kW,-33.75321026,151.2873604,Northern Beaches Council,2099,Existing Fast Chargers
,,"88-90 Houston Rd, Sydney, 2032",Evie,2,DC,50 kW,-33.92407212,151.2266947,Randwick City Council,2032,Existing Fast Chargers
,,"89 Barwan St, Narrabri, NSW 2390, Australia,",NRMA,4,DC,50 kW,-29.0572067,152.0186837,Narrabri Shire Council,2372,TfNSW Regional
,,"89 Market St, Balranald, 2715",NRMA,2,DC,50 kW,-34.63954159,143.5647087,Balranald Shire Council,2715,Existing Fast Chargers
,,"89 Williamson Rd, Sydney, 2565",BP,4,DC,150 kW,-33.98851456,150.8593694,Campbelltown City Council,2565,Existing Fast Chargers
,,"89-113 Kent St, Sydney, 2000",Tesla,3,AC,22 kW,-33.86050055,151.2036006,"Sydney, Council of the City of",2000,Existing Destination Chargers
,,"895 South Dowling St, Sydney, 2017",Chargefox,3,DC,165 kW,-33.90701506,151.213019,"Sydney, Council of the City of",2017,Existing Fast Chargers
,,"8s South Steyne, Sydney, 2095",Exploren,2,AC,22 kW,-33.79987792,151.2894434,Northern Beaches Council,2095,Existing Destination Chargers
,,"9 Anzac Ave, Sydney, 2097",Exploren,1,AC,22 kW,-33.73860765,151.3041171,Northern Beaches Council,2097,Existing Destination Chargers
,,"9 Barracluff Ave, Sydney, 2026",Chargefox,2,AC,22 kW,-33.88954959,151.2665495,Waverley Council,2026,Existing Destination Chargers
,,"9 Chilvers Rd, Sydney, 2120",Exploren,2,AC,22 kW,-33.72340145,151.0824214,"Hornsby, The Council of the Shire of",2120,Existing Destination Chargers
,,"9 Eastern Valley Way, Northbridge NSW 2063",Evie,4,DC,50 kW,-33.809326,151.208848,North Sydney Council,2063,ARENA - Driving the Nation
,,"9 Flinders St, Wollongong North, NSW, 2500",Ampol,2,DC,125 kW,-34.4151195,150.8931953,Wollongong City Council,2500,ARENA - Driving the Nation
,,"9 Lagoon St, Sydney, 2101",JOLT,2,DC,25 kW,-33.7136587,151.2982913,Northern Beaches Council,2101,Existing Fast Chargers
,,"9 Oscar Pl, Sydney, 2036",Wevolt,6,AC,13 kW,-33.9430521,151.2253984,Bayside Council,2036,Existing Destination Chargers
,,"9 Studio Dr, Sydney, 2036",Chargefox,1,AC,22 kW,-33.94074979,151.2258819,Bayside Council,2036,Existing Destination Chargers
,,"9 Vickery Ave, Sydney, 2029",Evie,4,DC,75 kW,-33.87136141,151.2644124,Woollahra Municipal Council,2029,Existing Fast Chargers
,,"90 Sydney Ave, Central Coast, 2257",Chargefox,1,AC,22 kW,-33.52986291,151.3111231,Central Coast Council,2257,Existing Destination Chargers
,,"91 Centennial Cct, Byron Bay, 2481",Tesla,1,AC,22 kW,-28.63683388,153.5803333,Byron Shire Council,2481,Existing Destination Chargers
,,"91 Spring St, Sydney, 2022",Evie,4,DC,75 kW,-33.89264569,151.2481672,Waverley Council,2022,Existing Fast Chargers
,,"9-13 Winbourne Rd, Sydney, 2100",Chargefox,1,AC,22 kW,-33.76461066,151.2773343,Northern Beaches Council,2100,Existing Destination Chargers
,,"917-923 Old Northern Rd, Dural, NSW, 2158",Ampol,2,DC,125 kW,-33.6828871,151.0284517,"Hornsby, The Council of the Shire of",2158,ARENA - Driving the Nation
,,"92 Houston Rd
Kingsford NSW 2032
Australia",Evie Networks,2,DC,50 kW,-33.9242319,151.2266791,Randwick City Council,2032,Kerbside Charging R1
,Reflections Bonny Hills,"920 Ocean Dr
Bonny Hills NSW 2445
Australia",Non-networked,4,AC,AC,-31.5913436,152.8402533,Port Macquarie-Hastings Council,2445,Destination Charging R2
,,"93 Byamee St, Dapto NSW 2530",Evie,4,DC,50 kW,-34.494604,150.795725,Wollongong City Council,2530,ARENA - Driving the Nation
,,"93 Princes Hwy, Ulladulla, 2539",ChargeHub,2,DC,25 kW,-35.3576507,150.4733804,Shoalhaven City Council,2539,Existing Fast Chargers
,,"930 Old Northern Rd, Glenorie NSW 2157",Evie,4,DC,75 kW,-33.60191393,151.0082442,The Hills Shire Council,2157,ARENA - Driving the Nation
,,"94 Booner St, Hawks Nest, NSW 2324",EVX,2,AC,22 kW,-32.67343948,152.1826226,Mid-Coast Council,NSW 2324,Existing Destination Chargers
,,"94 Epsom Rd, Sydney, 2017",Chargefox,3,AC,6 kW,-33.91001906,151.208021,"Sydney, Council of the City of",2017,Existing Destination Chargers
,,"94 Princes Hwy, Wollongong, 2500",Exploren,4,AC,6 kW,-34.42093898,150.8926356,Wollongong City Council,2500,Existing Destination Chargers
,,"9-49 Chapel Rd, Bankstown NSW 2200",Evie,4,DC,50 kW,-33.931975,151.030127,Canterbury Bankstown Council,2200,ARENA - Driving the Nation
